,car_name,brand,model,vehicle_age,km_driven,fuel_type,transmission_type,mileage,selling_price
3508,BMW 5,BMW,5,2019,31000,Diesel,Automatic,18.12,3945000
3509,Skoda Rapid,Skoda,Rapid,2018,90000,Diesel,Automatic,21.66,550000
3510,Hyundai i20,Hyundai,i20,2012,102000,Diesel,Manual,21.9,300000
3511,Maruti Swift,Maruti,Swift,2021,25000,Diesel,Manual,25.2,700000
3512,BMW 3,BMW,3,2012,97547,Diesel,Automatic,16.07,825000
3513,Honda City,Honda,City,2017,40864,Petrol,Manual,17.4,579000
3514,Maruti Wagon R,Maruti,Wagon R,2014,51000,Petrol,Manual,18.9,200000
3515,Maruti Wagon R,Maruti,Wagon R,2020,36274,CNG,Manual,26.6,455000
3516,Volkswagen Polo,Volkswagen,Polo,2016,39000,Petrol,Automatic,17.21,565000
3517,Maruti Wagon R,Maruti,Wagon R,2013,50000,Petrol,Manual,20.51,275000
3518,Honda Jazz,Honda,Jazz,2018,15000,Petrol,Manual,18.7,500000
3519,Toyota Innova,Toyota,Innova,2019,60000,Diesel,Manual,13.68,1750000
3520,Renault KWID,Renault,KWID,2018,50700,Petrol,Manual,23.01,340000
3521,Tata Tiago,Tata,Tiago,2021,40000,Diesel,Manual,27.28,665000
3522,Datsun RediGO,Datsun,RediGO,2018,79000,Petrol,Manual,22.7,235000
3523,Maruti Ertiga,Maruti,Ertiga,2014,67235,Diesel,Manual,25.47,610000
3524,Maruti Swift Dzire,Maruti,Swift Dzire,2016,115000,Diesel,Manual,23.4,521000
3525,Volkswagen Vento,Volkswagen,Vento,2017,56000,Petrol,Automatic,18.19,615000
3526,Hyundai i20,Hyundai,i20,2020,70000,Diesel,Manual,22.54,920000
3527,Toyota Innova,Toyota,Innova,2019,40004,Diesel,Manual,13.68,1775000
3528,Ford Ecosport,Ford,Ecosport,2015,69141,Diesel,Manual,22.7,525000
3529,Mercedes-Benz E-Class,Mercedes-Benz,E-Class,2018,14000,Diesel,Automatic,16.1,3900000
3530,Maruti Ciaz,Maruti,Ciaz,2018,35701,Petrol,Manual,20.73,645000
3531,Skoda Superb,Skoda,Superb,2019,37000,Petrol,Automatic,14.67,1975000
3532,BMW 5,BMW,5,2012,65000,Petrol,Automatic,10.8,1000000
3533,Honda City,Honda,City,2018,19000,Petrol,Automatic,18.0,820000
3534,Datsun RediGO,Datsun,RediGO,2019,75000,Petrol,Manual,22.7,285000
3535,Jeep Compass,Jeep,Compass,2020,9800,Petrol,Manual,16.0,1325000
3536,Maruti Wagon R,Maruti,Wagon R,2019,37000,CNG,Manual,26.6,415000
3537,Maruti Swift Dzire,Maruti,Swift Dzire,2016,82500,Diesel,Manual,23.4,425000
3538,Maruti Ciaz,Maruti,Ciaz,2018,33582,Petrol,Automatic,19.12,740000
3539,Skoda Octavia,Skoda,Octavia,2017,41000,Diesel,Automatic,19.3,1110000
3540,Maruti Ertiga,Maruti,Ertiga,2019,24000,Petrol,Manual,19.01,825000
3541,Tata Nexon,Tata,Nexon,2020,60000,Diesel,Manual,21.5,725000
3542,BMW 7,BMW,7,2016,33000,Diesel,Automatic,16.46,3495000
3543,Honda City,Honda,City,2017,29675,Petrol,Automatic,18.0,795000
3544,Maruti Celerio,Maruti,Celerio,2018,14286,Petrol,Manual,23.1,395000
3545,Hyundai i20,Hyundai,i20,2020,40000,Diesel,Manual,21.9,739000
3546,Maruti Swift Dzire,Maruti,Swift Dzire,2013,64000,Diesel,Manual,19.3,395000
3547,Mercedes-Benz E-Class,Mercedes-Benz,E-Class,2014,33999,Petrol,Manual,12.3,1350000
3548,Maruti Swift Dzire,Maruti,Swift Dzire,2015,40000,Petrol,Manual,19.1,400000
3549,Maruti Swift,Maruti,Swift,2013,53000,Diesel,Manual,22.9,395000
3550,Maruti Alto,Maruti,Alto,2020,23150,Petrol,Automatic,23.95,394000
3551,Mahindra Marazzo,Mahindra,Marazzo,2020,15001,Diesel,Manual,17.3,1375000
3552,Toyota Innova,Toyota,Innova,2017,63000,Diesel,Manual,12.99,1200000
3553,ISUZU MUX,ISUZU,MUX,2019,65029,Diesel,Automatic,13.8,1895000
3554,Tata Tiago,Tata,Tiago,2020,32400,Petrol,Automatic,23.84,500000
3555,Maruti Swift,Maruti,Swift,2018,61000,Diesel,Manual,28.4,590000
3556,Maruti Eeco,Maruti,Eeco,2016,41600,Petrol,Manual,15.37,321000
3557,Maruti Wagon R,Maruti,Wagon R,2012,48300,Petrol,Manual,18.9,240000
3558,Maruti Swift Dzire,Maruti,Swift Dzire,2021,5000,Petrol,Manual,21.21,745000
3559,Toyota Innova,Toyota,Innova,2015,105487,Diesel,Manual,12.99,835000
3560,Maruti Swift,Maruti,Swift,2017,18056,Petrol,Manual,20.4,460000
3561,Toyota Innova,Toyota,Innova,2011,200000,Diesel,Manual,12.8,480000
3562,Mercedes-Benz E-Class,Mercedes-Benz,E-Class,2018,45000,Diesel,Automatic,13.0,2475000
3563,Volkswagen Polo,Volkswagen,Polo,2016,73000,Petrol,Manual,16.47,445000
3564,Mahindra Bolero,Mahindra,Bolero,2010,15000,Diesel,Manual,13.6,250000
3565,Toyota Innova,Toyota,Innova,2021,54287,Diesel,Manual,13.68,2190000
3566,Tata Hexa,Tata,Hexa,2020,40000,Diesel,Automatic,17.6,1400000
3567,BMW 5,BMW,5,2020,43000,Diesel,Automatic,18.59,4650000
3568,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,2013,90000,Diesel,Automatic,14.94,1000000
3569,BMW 5,BMW,5,2019,46000,Diesel,Automatic,22.48,2850000
3570,Hyundai i20,Hyundai,i20,2015,37900,Diesel,Manual,21.9,435000
3571,Toyota Camry,Toyota,Camry,2017,81000,Petrol,Automatic,19.16,1725000
3572,Maruti Baleno,Maruti,Baleno,2018,14550,Petrol,Manual,21.4,559000
3573,Maruti Ertiga,Maruti,Ertiga,2018,41000,CNG,Manual,17.5,780000
3574,Maruti Ertiga,Maruti,Ertiga,2017,78286,CNG,Manual,22.8,650000
3575,BMW X1,BMW,X1,2015,102007,Diesel,Automatic,20.68,1350000
3576,Hyundai Verna,Hyundai,Verna,2020,16443,Petrol,Manual,19.1,770000
3577,Honda City,Honda,City,2021,10000,Petrol,Automatic,18.0,1150000
3578,Maruti Wagon R,Maruti,Wagon R,2015,39757,Petrol,Manual,20.51,298000
3579,Maruti Vitara,Maruti,Vitara,2020,61000,Diesel,Manual,24.3,1025000
3580,Mahindra XUV500,Mahindra,XUV500,2016,85000,Diesel,Manual,15.1,850000
3581,Maruti Swift Dzire,Maruti,Swift Dzire,2017,50000,Petrol,Manual,17.5,460000
3582,Maruti Eeco,Maruti,Eeco,2015,39600,Petrol,Manual,15.37,300000
3583,Hyundai Santro,Hyundai,Santro,2012,60000,Petrol,Manual,17.92,160000
3584,Maruti Wagon R,Maruti,Wagon R,2017,52606,Petrol,Manual,18.9,370000
3585,Audi A4,Audi,A4,2014,68370,Diesel,Automatic,17.11,1345000
3586,Honda City,Honda,City,2017,70000,Diesel,Manual,26.0,655000
3587,Mahindra KUV,Mahindra,KUV,2018,30000,Diesel,Manual,25.32,475000
3588,Hyundai Grand,Hyundai,Grand,2017,80000,Diesel,Manual,24.0,415000
3589,Ford Figo,Ford,Figo,2013,73320,Diesel,Manual,20.0,275000
3590,Toyota Innova,Toyota,Innova,2008,146000,Diesel,Manual,12.8,350000
3591,Maruti Ertiga,Maruti,Ertiga,2018,80000,Diesel,Manual,24.52,800000
3592,Maruti Swift,Maruti,Swift,2014,70000,Diesel,Manual,22.9,411000
3593,Maruti Ciaz,Maruti,Ciaz,2016,73000,Diesel,Manual,26.21,545000
3594,Hyundai i20,Hyundai,i20,2018,50000,Diesel,Manual,22.54,600000
3595,Maruti Alto,Maruti,Alto,2009,17000,Petrol,Manual,19.7,145000
3596,Hyundai Verna,Hyundai,Verna,2013,50000,Diesel,Manual,16.2,325000
3597,Maruti Swift,Maruti,Swift,2016,77000,Diesel,Manual,25.2,525000
3598,Hyundai i10,Hyundai,i10,2015,13450,Petrol,Manual,19.81,290000
3599,Honda WR-V,Honda,WR-V,2021,23000,Diesel,Manual,25.5,1000000
3600,Volkswagen Vento,Volkswagen,Vento,2016,95000,Diesel,Manual,20.54,525000
3601,Hyundai i20,Hyundai,i20,2015,55713,Petrol,Manual,17.0,350000
3602,Maruti Alto,Maruti,Alto,2013,49100,Petrol,Manual,19.7,155000
3603,BMW 7,BMW,7,2018,56000,Diesel,Automatic,16.46,5385000
3604,Hyundai Grand,Hyundai,Grand,2019,18500,Petrol,Automatic,18.9,635000
3605,Maruti Vitara,Maruti,Vitara,2018,51000,Diesel,Manual,24.3,825000
3606,Maruti Swift Dzire,Maruti,Swift Dzire,2021,20000,Diesel,Automatic,28.4,855000
3607,Honda Jazz,Honda,Jazz,2018,48000,Diesel,Manual,27.3,550000
3608,Skoda Rapid,Skoda,Rapid,2016,71000,Diesel,Automatic,21.66,550000
3609,Maruti Eeco,Maruti,Eeco,2021,34197,Petrol,Manual,16.11,465000
3610,Hyundai i20,Hyundai,i20,2018,27000,Petrol,Manual,17.0,580000
3611,Toyota Innova,Toyota,Innova,2018,72000,Diesel,Manual,13.68,1765000
3612,Hyundai i20,Hyundai,i20,2018,50000,Petrol,Manual,17.0,550000
3613,Skoda Superb,Skoda,Superb,2015,49944,Petrol,Manual,13.14,470000
3614,Maruti Swift Dzire,Maruti,Swift Dzire,2017,12000,Petrol,Manual,19.1,650000
3615,Datsun GO,Datsun,GO,2018,30000,Petrol,Manual,19.44,300000
3616,Maruti Baleno,Maruti,Baleno,2018,60000,Petrol,Automatic,21.4,600000
3617,Maruti Ertiga,Maruti,Ertiga,2019,35000,Diesel,Manual,24.52,950000
3618,Hyundai i10,Hyundai,i10,2017,12450,Petrol,Manual,20.36,395000
3619,Hyundai Grand,Hyundai,Grand,2019,7500,Petrol,Manual,18.9,495000
3620,Maruti Wagon R,Maruti,Wagon R,2018,15680,Petrol,Automatic,20.51,451000
3621,Ford Ecosport,Ford,Ecosport,2020,15000,Petrol,Manual,17.0,900000
3622,Maruti Swift Dzire,Maruti,Swift Dzire,2015,208000,Diesel,Manual,23.4,360000
3623,Hyundai Grand,Hyundai,Grand,2019,15000,Petrol,Automatic,18.9,550000
3624,Hyundai Verna,Hyundai,Verna,2015,58000,Diesel,Manual,22.32,515000
3625,Maruti Swift Dzire,Maruti,Swift Dzire,2016,70310,Diesel,Manual,23.4,575000
3626,Maruti Eeco,Maruti,Eeco,2017,61000,CNG,Manual,20.88,390000
3627,Volkswagen Polo,Volkswagen,Polo,2019,44000,Diesel,Manual,20.14,675000
3628,Mercedes-Benz E-Class,Mercedes-Benz,E-Class,2009,92000,Diesel,Automatic,11.0,525000
3629,Maruti Vitara,Maruti,Vitara,2020,17000,Diesel,Manual,24.3,895000
3630,Maruti Wagon R,Maruti,Wagon R,2013,29000,Petrol,Manual,21.79,260000
3631,Mercedes-Benz S-Class,Mercedes-Benz,S-Class,2013,70000,Petrol,Automatic,7.81,2275000
3632,Toyota Innova,Toyota,Innova,2016,69000,Diesel,Manual,12.99,1099000
3633,Maruti Wagon R,Maruti,Wagon R,2018,36100,CNG,Manual,26.6,414000
3634,Maruti Swift Dzire,Maruti,Swift Dzire,2019,50000,Diesel,Manual,19.3,730000
3635,Ford Figo,Ford,Figo,2012,114231,Petrol,Manual,15.6,249000
3636,Maruti Ciaz,Maruti,Ciaz,2019,44046,Diesel,Manual,28.09,800000
3637,Maruti Ertiga,Maruti,Ertiga,2016,72264,CNG,Manual,22.8,600000
3638,Renault KWID,Renault,KWID,2019,15000,Petrol,Manual,23.01,330000
3639,Hyundai Verna,Hyundai,Verna,2014,72000,Diesel,Automatic,22.32,521000
3640,Maruti Vitara,Maruti,Vitara,2020,36000,Diesel,Manual,24.3,800000
3641,BMW 5,BMW,5,2013,67512,Diesel,Automatic,18.48,1250000
3642,Skoda Rapid,Skoda,Rapid,2019,19000,Petrol,Manual,15.0,725000
3643,BMW X3,BMW,X3,2018,35000,Diesel,Automatic,18.56,3400000
3644,Maruti Alto,Maruti,Alto,2016,28000,CNG,Manual,33.44,281000
3645,Volkswagen Polo,Volkswagen,Polo,2020,17000,Petrol,Manual,18.78,635000
3646,Mercedes-Benz E-Class,Mercedes-Benz,E-Class,2016,54000,Diesel,Automatic,10.0,1475000
3647,Mahindra Thar,Mahindra,Thar,2015,60000,Diesel,Manual,16.55,500000
3648,Honda Jazz,Honda,Jazz,2019,20000,Petrol,Automatic,19.0,695000
3649,Honda City,Honda,City,2013,60000,Petrol,Manual,17.0,365000
3650,Renault KWID,Renault,KWID,2020,50000,Petrol,Manual,25.17,350000
3651,Maruti Swift,Maruti,Swift,2019,64874,Diesel,Manual,25.2,635000
3652,Maruti Ertiga,Maruti,Ertiga,2018,19000,Petrol,Manual,17.5,750000
3653,Renault KWID,Renault,KWID,2020,45000,Petrol,Manual,25.17,350000
3654,Honda City,Honda,City,2016,70000,Diesel,Manual,26.0,600000
3655,Hyundai i20,Hyundai,i20,2018,64000,Diesel,Manual,21.19,695000
3656,Volkswagen Polo,Volkswagen,Polo,2015,55322,Petrol,Manual,16.47,421000
3657,Maruti Swift Dzire,Maruti,Swift Dzire,2020,19000,Petrol,Manual,21.21,741000
3658,Skoda Rapid,Skoda,Rapid,2017,47000,Petrol,Manual,15.0,485000
3659,Honda City,Honda,City,2009,77433,Petrol,Manual,12.8,220000
3660,Hyundai i20,Hyundai,i20,2020,16285,Petrol,Manual,18.6,675000
3661,Tata Safari,Tata,Safari,2014,110000,Diesel,Manual,13.93,290000
3662,Ford Ecosport,Ford,Ecosport,2016,72569,Diesel,Manual,22.7,580000
3663,Maruti Ertiga,Maruti,Ertiga,2016,55000,Diesel,Manual,20.77,500000
3664,Maruti Ciaz,Maruti,Ciaz,2020,35000,Petrol,Manual,20.73,800000
3665,Renault KWID,Renault,KWID,2019,20000,Petrol,Manual,25.17,375000
3666,Hyundai i20,Hyundai,i20,2019,43000,Petrol,Manual,18.6,600000
3667,Toyota Fortuner,Toyota,Fortuner,2012,85000,Diesel,Manual,11.5,1000000
3668,Maruti Swift,Maruti,Swift,2018,40000,Diesel,Manual,25.2,500000
3669,Volkswagen Vento,Volkswagen,Vento,2013,70000,Diesel,Manual,20.54,349000
3670,Datsun GO,Datsun,GO,2019,40000,Petrol,Manual,19.44,421000
3671,Maruti Alto,Maruti,Alto,2017,30000,Petrol,Manual,23.95,350000
3672,Skoda Superb,Skoda,Superb,2017,68000,Diesel,Automatic,17.2,1275000
3673,Honda Amaze,Honda,Amaze,2017,47745,Diesel,Manual,27.4,450000
3674,Maruti Eeco,Maruti,Eeco,2019,76000,CNG,Manual,21.94,395000
3675,BMW 3,BMW,3,2017,38000,Diesel,Automatic,19.59,2250000
3676,Hyundai i10,Hyundai,i10,2013,76000,Petrol,Manual,19.81,270000
3677,Tata Tiago,Tata,Tiago,2020,36313,Petrol,Manual,23.84,441000
3678,Maruti Swift Dzire,Maruti,Swift Dzire,2014,56200,Diesel,Manual,23.4,485000
3679,Maruti Swift Dzire,Maruti,Swift Dzire,2016,89000,Diesel,Manual,19.3,565000
3680,Maruti Swift,Maruti,Swift,2008,127000,Petrol,Manual,16.1,145000
3681,Maruti Ertiga,Maruti,Ertiga,2019,49000,Diesel,Manual,24.52,925000
3682,Maruti Wagon R,Maruti,Wagon R,2016,35000,Petrol,Manual,20.51,370000
3683,Maruti Swift,Maruti,Swift,2017,50000,Petrol,Manual,20.4,425000
3684,Maruti Swift Dzire,Maruti,Swift Dzire,2020,40000,Diesel,Automatic,28.4,825000
3685,Maruti Alto,Maruti,Alto,2016,48828,Petrol,Manual,22.74,275000
3686,Maruti Swift,Maruti,Swift,2016,87600,Diesel,Manual,25.2,465000
3687,BMW 3,BMW,3,2014,76728,Diesel,Automatic,22.69,1050000
3688,Ford Figo,Ford,Figo,2012,35000,Petrol,Manual,15.6,275000
3689,Hyundai Verna,Hyundai,Verna,2014,100000,Diesel,Manual,23.5,485000
3690,Renault KWID,Renault,KWID,2021,27000,Petrol,Automatic,24.04,460000
3691,Datsun GO,Datsun,GO,2017,20000,Petrol,Manual,20.63,250000
3692,Maruti Wagon R,Maruti,Wagon R,2016,56795,CNG,Manual,26.2,340000
3693,Mahindra Bolero,Mahindra,Bolero,2022,10000,Diesel,Manual,21.0,600000
3694,Maruti Vitara,Maruti,Vitara,2019,62428,Diesel,Manual,24.3,900000
3695,Mahindra Scorpio,Mahindra,Scorpio,2010,71000,Diesel,Manual,10.5,390000
3696,Honda City,Honda,City,2016,45000,Diesel,Manual,26.0,675000
3697,Mahindra XUV500,Mahindra,XUV500,2014,82000,Diesel,Manual,16.0,690000
3698,Tata Tiago,Tata,Tiago,2019,32000,Petrol,Manual,23.84,465000
3699,Hyundai i20,Hyundai,i20,2019,40000,Petrol,Manual,18.6,630000
3700,Maruti Alto,Maruti,Alto,2010,60000,Petrol,Manual,19.7,150000
3701,Maruti Swift,Maruti,Swift,2017,18914,Petrol,Manual,20.4,500000
3702,Volkswagen Polo,Volkswagen,Polo,2015,49000,Diesel,Manual,22.07,380000
3703,Honda Amaze,Honda,Amaze,2020,41000,Petrol,Automatic,18.1,575000
3704,Skoda Rapid,Skoda,Rapid,2018,74601,Diesel,Manual,21.13,611000
3705,Honda Amaze,Honda,Amaze,2017,148000,Diesel,Manual,25.8,501000
3706,Hyundai Verna,Hyundai,Verna,2018,61000,Diesel,Automatic,19.08,760000
3707,Maruti Swift Dzire,Maruti,Swift Dzire,2012,50000,Diesel,Manual,19.3,300000
3708,Renault KWID,Renault,KWID,2017,60000,Petrol,Manual,23.01,315000
3709,Tata Safari,Tata,Safari,2016,80000,Diesel,Manual,14.0,600000
3710,Jaguar XF,Jaguar,XF,2017,25000,Diesel,Automatic,14.74,2790000
3711,Maruti Celerio,Maruti,Celerio,2018,36836,Petrol,Automatic,23.1,460000
3712,Hyundai Verna,Hyundai,Verna,2018,7000,Petrol,Manual,17.7,665000
3713,BMW 6,BMW,6,2015,30000,Diesel,Automatic,9.52,4100000
3714,Hyundai i10,Hyundai,i10,2013,60000,Petrol,Manual,20.36,200000
3715,Maruti Swift,Maruti,Swift,2020,35000,Diesel,Automatic,28.4,770000
3716,Maruti Alto,Maruti,Alto,2013,20000,Petrol,Manual,19.7,170000
3717,Maruti Alto,Maruti,Alto,2014,33700,Petrol,Manual,20.92,200000
3718,Hyundai i20,Hyundai,i20,2011,96000,Petrol,Manual,17.0,275000
3719,Maruti Baleno,Maruti,Baleno,2020,4933,Petrol,Manual,21.4,710000
3720,Audi A4,Audi,A4,2014,52000,Diesel,Automatic,16.55,1500000
3721,Hyundai Elantra,Hyundai,Elantra,2017,83000,Diesel,Automatic,18.23,841000
3722,BMW 7,BMW,7,2017,60000,Diesel,Automatic,14.49,3900000
3723,Mahindra KUV,Mahindra,KUV,2018,87000,Diesel,Manual,25.32,450000
3724,Hyundai i20,Hyundai,i20,2015,75518,Petrol,Manual,18.5,390000
3725,Maruti Baleno,Maruti,Baleno,2019,13355,Petrol,Manual,21.4,565000
3726,Maruti Ciaz,Maruti,Ciaz,2017,49000,Petrol,Manual,20.73,575000
3727,Honda Jazz,Honda,Jazz,2019,26000,Petrol,Manual,18.7,700000
3728,Ford Ecosport,Ford,Ecosport,2021,10000,Petrol,Automatic,14.8,950000
3729,Maruti Wagon R,Maruti,Wagon R,2020,27000,Petrol,Automatic,20.51,550000
3730,Maruti Ignis,Maruti,Ignis,2019,30000,Petrol,Manual,20.89,415000
3731,Skoda Rapid,Skoda,Rapid,2017,55300,Diesel,Automatic,21.66,650000
3732,Maruti Ertiga,Maruti,Ertiga,2019,23000,Diesel,Manual,25.47,899000
3733,Maruti Wagon R,Maruti,Wagon R,2019,25000,Petrol,Automatic,21.79,425000
3734,Maruti Baleno,Maruti,Baleno,2018,15068,Petrol,Manual,21.4,560000
3735,Hyundai i10,Hyundai,i10,2014,69000,LPG,Manual,19.0,295000
3736,Hyundai Verna,Hyundai,Verna,2015,97000,Petrol,Manual,17.01,510000
3737,Volkswagen Polo,Volkswagen,Polo,2015,44900,Petrol,Automatic,17.2,495000
3738,Hyundai i10,Hyundai,i10,2015,40000,Petrol,Manual,19.81,295000
3739,Hyundai Santro,Hyundai,Santro,2020,4075,Petrol,Automatic,20.3,550000
3741,Jeep Compass,Jeep,Compass,2019,45212,Diesel,Manual,16.3,1598000
3742,Maruti Ignis,Maruti,Ignis,2020,10415,Petrol,Manual,20.89,491000
3743,Maruti Wagon R,Maruti,Wagon R,2016,69000,CNG,Manual,33.54,349000
3744,Hyundai Grand,Hyundai,Grand,2018,28854,Petrol,Manual,18.9,535000
3745,Maruti Swift Dzire,Maruti,Swift Dzire,2019,25000,Diesel,Manual,28.4,754000
3746,BMW 3,BMW,3,2019,30000,Petrol,Automatic,15.34,4000000
3747,BMW 3,BMW,3,2015,54000,Diesel,Automatic,18.88,1245000
3748,Maruti Wagon R,Maruti,Wagon R,2011,27000,Petrol,Manual,18.9,185000
3749,Maruti Ertiga,Maruti,Ertiga,2020,74000,Diesel,Manual,24.2,964000
3750,Hyundai i20,Hyundai,i20,2015,76000,Diesel,Manual,21.9,375000
3751,Maruti Alto,Maruti,Alto,2020,23493,Petrol,Manual,24.7,319000
3752,Volkswagen Vento,Volkswagen,Vento,2018,37900,Petrol,Automatic,18.19,749000
3753,Volkswagen Vento,Volkswagen,Vento,2014,47123,Petrol,Manual,15.04,311000
3754,Renault KWID,Renault,KWID,2019,29000,Petrol,Automatic,24.04,400000
3755,Honda Jazz,Honda,Jazz,2019,14000,Petrol,Automatic,18.2,680000
3756,Mahindra XUV500,Mahindra,XUV500,2019,35000,Diesel,Manual,16.0,1395000
3757,Hyundai i20,Hyundai,i20,2012,69000,Petrol,Manual,18.5,245000
3758,Mahindra Scorpio,Mahindra,Scorpio,2011,80000,Diesel,Manual,12.05,400000
3759,Mahindra Scorpio,Mahindra,Scorpio,2014,65253,Diesel,Manual,12.05,448000
3760,Skoda Rapid,Skoda,Rapid,2018,78010,Diesel,Automatic,21.66,660000
3761,Hyundai Grand,Hyundai,Grand,2019,17500,Petrol,Manual,18.9,500000
3762,Renault KWID,Renault,KWID,2018,21000,Petrol,Manual,22.3,300000
3763,Maruti Wagon R,Maruti,Wagon R,2017,28000,Petrol,Manual,18.9,390000
3764,Hyundai Verna,Hyundai,Verna,2015,70000,Diesel,Automatic,22.32,480000
3765,Datsun RediGO,Datsun,RediGO,2020,3200,Petrol,Automatic,23.0,346000
3766,Maruti Celerio,Maruti,Celerio,2016,56000,CNG,Manual,31.79,340000
3767,Maruti Ertiga,Maruti,Ertiga,2017,56400,CNG,Manual,22.8,678000
3768,Honda Amaze,Honda,Amaze,2017,190000,Diesel,Manual,25.8,295000
3769,Tata Safari,Tata,Safari,2019,100000,Diesel,Manual,14.1,900000
3770,Honda City,Honda,City,2017,24000,Petrol,Automatic,18.0,825000
3771,Maruti Ertiga,Maruti,Ertiga,2018,76000,Diesel,Manual,24.52,825000
3772,Mahindra Bolero,Mahindra,Bolero,2019,70000,Diesel,Manual,16.5,700000
3773,Hyundai i20,Hyundai,i20,2017,112300,Petrol,Manual,18.6,535000
3774,Skoda Rapid,Skoda,Rapid,2016,66000,Diesel,Automatic,21.66,580000
3775,Hyundai Grand,Hyundai,Grand,2015,61000,Diesel,Manual,24.0,425000
3776,Mahindra Scorpio,Mahindra,Scorpio,2008,120000,Diesel,Manual,12.7,300000
3777,Maruti Celerio,Maruti,Celerio,2020,28314,Petrol,Manual,23.1,490000
3778,Hyundai i20,Hyundai,i20,2012,23000,Petrol,Manual,17.0,275000
3779,Hyundai Venue,Hyundai,Venue,2022,4000,Petrol,Automatic,18.15,1185000
3780,Mahindra XUV500,Mahindra,XUV500,2018,42485,Diesel,Manual,16.0,1350000
3781,Volkswagen Polo,Volkswagen,Polo,2017,87000,Petrol,Automatic,17.21,600000
3782,Hyundai Grand,Hyundai,Grand,2017,15000,Petrol,Automatic,18.9,525000
3783,Tata Tiago,Tata,Tiago,2020,2500,Petrol,Automatic,23.84,495000
3784,Maruti Alto,Maruti,Alto,2020,29000,CNG,Manual,33.44,345000
3785,Hyundai i20,Hyundai,i20,2017,54625,Petrol,Manual,18.6,595000
3786,Hyundai Verna,Hyundai,Verna,2021,8000,Petrol,Automatic,17.0,1250000
3787,Maruti Alto,Maruti,Alto,2004,120000,Petrol,Manual,18.9,50000
3789,Toyota Innova,Toyota,Innova,2021,35000,Diesel,Manual,13.68,2000000
3790,Maruti Ertiga,Maruti,Ertiga,2020,32000,Petrol,Manual,17.5,810000
3791,Jaguar XF,Jaguar,XF,2013,45000,Diesel,Automatic,14.74,2800000
3792,BMW X5,BMW,X5,2018,46000,Diesel,Automatic,15.97,3850000
3793,Maruti Swift,Maruti,Swift,2014,73000,Diesel,Manual,22.9,385000
3794,Maruti Baleno,Maruti,Baleno,2019,23000,Petrol,Manual,21.01,600000
3795,Maruti Swift Dzire,Maruti,Swift Dzire,2015,120000,Diesel,Manual,23.4,475000
3796,Hyundai Verna,Hyundai,Verna,2015,30588,Petrol,Manual,16.2,490000
3797,Hyundai i20,Hyundai,i20,2020,14577,Petrol,Manual,18.6,625000
3798,Maruti Swift,Maruti,Swift,2017,55000,Petrol,Manual,22.0,530000
3800,Maruti Ciaz,Maruti,Ciaz,2020,33000,Diesel,Manual,28.09,1000000
3801,Ford Figo,Ford,Figo,2015,55000,Diesel,Manual,20.0,250000
3802,Honda City,Honda,City,2018,90000,Petrol,Automatic,18.0,725000
3803,Maruti Alto,Maruti,Alto,2020,6800,Petrol,Manual,23.95,375000
3804,Mahindra XUV500,Mahindra,XUV500,2015,68192,Diesel,Manual,15.1,699000
3805,Toyota Innova,Toyota,Innova,2012,105000,Petrol,Manual,12.4,675000
3806,Volkswagen Vento,Volkswagen,Vento,2016,52455,Diesel,Manual,20.54,565000
3807,Hyundai i20,Hyundai,i20,2016,66266,Diesel,Manual,21.27,545000
3808,Maruti Ertiga,Maruti,Ertiga,2017,100000,CNG,Manual,22.8,650000
3809,Maruti Ertiga,Maruti,Ertiga,2018,41974,Diesel,Manual,24.52,811000
3810,Porsche Cayenne,Porsche,Cayenne,2016,110000,Diesel,Automatic,15.15,4500000
3811,Maruti Ertiga,Maruti,Ertiga,2018,84000,Diesel,Manual,24.52,825000
3812,Maruti Swift Dzire,Maruti,Swift Dzire,2014,106000,Diesel,Manual,19.3,370000
3813,Maruti Eeco,Maruti,Eeco,2021,25000,Petrol,Manual,15.37,411000
3814,Honda City,Honda,City,2016,63762,Diesel,Manual,25.1,650000
3815,Kia Seltos,Kia,Seltos,2021,11800,Diesel,Automatic,17.8,1810000
3816,Audi A4,Audi,A4,2014,76000,Diesel,Automatic,16.55,1375000
3817,Hyundai i20,Hyundai,i20,2014,56328,Diesel,Manual,21.9,370000
3818,Tata Tiago,Tata,Tiago,2021,19247,Petrol,Automatic,24.0,550000
3819,Mahindra XUV500,Mahindra,XUV500,2017,42000,Diesel,Manual,15.1,950000
3820,Toyota Innova,Toyota,Innova,2019,67000,Diesel,Manual,13.68,1550000
3821,Hyundai i10,Hyundai,i10,2018,67817,Petrol,Manual,20.36,465000
3822,Maruti Ciaz,Maruti,Ciaz,2017,40000,Petrol,Manual,20.73,715000
3823,Maruti Alto,Maruti,Alto,2019,3600,Petrol,Manual,24.7,318000
3824,Honda Amaze,Honda,Amaze,2017,73000,Petrol,Manual,18.0,450000
3825,Toyota Fortuner,Toyota,Fortuner,2015,75000,Diesel,Automatic,12.55,1525000
3826,Maruti Wagon R,Maruti,Wagon R,2011,52755,LPG,Manual,17.3,233000
3827,Tata Hexa,Tata,Hexa,2019,186000,Diesel,Manual,17.6,1220000
3828,Maruti Vitara,Maruti,Vitara,2018,90000,Diesel,Manual,24.3,750000
