,car_name,brand,model,vehicle_age,km_driven,fuel_type,transmission_type,mileage,selling_price
2198,Land Rover Rover,Land Rover,Rover,5,145000,Diesel,Automatic,12.81,2850000
2200,Maruti Swift Dzire,Maruti,Swift Dzire,3,29000,Diesel,Automatic,28.4,775000
2201,Mahindra Thar,Mahindra,Thar,3,40000,Diesel,Manual,16.55,850000
2203,Tata Hexa,Tata,Hexa,3,44489,Diesel,Automatic,17.6,1365000
2205,Jeep Compass,Jeep,Compass,3,40000,Diesel,Manual,17.1,1650000
2206,Toyota Innova,Toyota,Innova,6,124000,Diesel,Manual,12.99,1150000
2207,Volkswagen Vento,Volkswagen,Vento,5,43000,Petrol,Automatic,18.19,690000
2208,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,11,78000,Petrol,Automatic,11.74,899000
2210,Maruti Ignis,Maruti,Ignis,3,18000,Diesel,Manual,26.8,640000
2211,BMW 6,BMW,6,2,17226,Petrol,Automatic,14.28,5000000
2213,Audi A4,Audi,A4,11,67000,Petrol,Automatic,10.8,845000
2214,Maruti Wagon R,Maruti,Wagon R,13,80000,Petrol,Manual,18.9,175000
2215,Hyundai i20,Hyundai,i20,6,52000,Petrol,Manual,18.6,535000
2216,Maruti Alto,Maruti,Alto,6,34000,Petrol,Manual,22.74,255000
2217,Honda Amaze,Honda,Amaze,8,164000,Diesel,Manual,25.8,435000
2218,Mercedes-Benz E-Class,Mercedes-Benz,E-Class,6,26952,Diesel,Automatic,13,2600000
2219,Mahindra KUV,Mahindra,KUV,5,41256,Diesel,Manual,25.32,449000
2220,Maruti Alto,Maruti,Alto,12,25000,Petrol,Manual,19.7,155000
2221,Renault KWID,Renault,KWID,4,33000,Petrol,Manual,23.01,360000
2223,Maruti Swift,Maruti,Swift,3,25000,Petrol,Automatic,22,630000
2224,Maruti Ciaz,Maruti,Ciaz,7,64000,Diesel,Manual,26.21,575000
2225,Hyundai i20,Hyundai,i20,10,80000,Petrol,Manual,18.5,320000
2226,Maruti Wagon R,Maruti,Wagon R,12,59000,Petrol,Manual,18.9,165000
2228,Maruti Wagon R,Maruti,Wagon R,12,23710,Petrol,Manual,18.9,190000
2229,Mercedes-Benz E-Class,Mercedes-Benz,E-Class,8,68000,Diesel,Automatic,14.21,1690000
2230,Renault KWID,Renault,KWID,3,36000,Petrol,Automatic,24.04,395000
2231,Maruti Celerio,Maruti,Celerio,4,15500,Petrol,Automatic,23.1,485000
2232,Mercedes-Benz E-Class,Mercedes-Benz,E-Class,2,11000,Diesel,Automatic,16.1,5275000
2233,Skoda Superb,Skoda,Superb,12,68387,Petrol,Automatic,12,499000
2234,Maruti Ertiga,Maruti,Ertiga,9,73000,Diesel,Manual,20.77,589000
2236,Audi A6,Audi,A6,8,56787,Diesel,Automatic,17.68,1650000
2237,Toyota Innova,Toyota,Innova,5,119000,Diesel,Manual,13.68,1400000
2238,Volkswagen Polo,Volkswagen,Polo,3,18523,Petrol,Automatic,17.21,875000
2240,BMW X3,BMW,X3,2,8620,Diesel,Automatic,18.56,6100000
2241,Ford Ecosport,Ford,Ecosport,2,67000,Diesel,Manual,23,979000
2243,Maruti Wagon R,Maruti,Wagon R,6,50000,CNG,Manual,26.6,450000
2245,Hyundai Grand,Hyundai,Grand,5,40125,Petrol,Manual,18.9,540000
2246,Hyundai i20,Hyundai,i20,12,57000,Petrol,Manual,17,275000
2247,Hyundai Grand,Hyundai,Grand,2,15000,Petrol,Manual,18.9,575000
2248,Ford Ecosport,Ford,Ecosport,6,39720,Petrol,Manual,18.88,650000
2249,Ford Ecosport,Ford,Ecosport,4,26000,Diesel,Manual,23,700000
2250,Skoda Octavia,Skoda,Octavia,7,79000,Diesel,Automatic,19.3,1200000
2251,Maruti Vitara,Maruti,Vitara,3,15734,Diesel,Automatic,24.3,1020000
2254,Maruti Wagon R,Maruti,Wagon R,13,55000,Petrol,Manual,21.79,175000
2256,Maruti Vitara,Maruti,Vitara,3,30000,Diesel,Manual,24.3,760000
2259,Mercedes-Benz E-Class,Mercedes-Benz,E-Class,4,26000,Petrol,Automatic,12,4150000
2260,Maruti Wagon R,Maruti,Wagon R,16,138008,Petrol,Manual,18.9,110000
2261,Mercedes-Benz GL-Class,Mercedes-Benz,GL-Class,5,32000,Diesel,Automatic,17.9,3850000
2262,Honda Amaze,Honda,Amaze,3,41612,Petrol,Manual,17.8,575000
2264,Toyota Innova,Toyota,Innova,7,69000,Diesel,Manual,12.8,1120000
2266,Hyundai i20,Hyundai,i20,10,89000,Petrol,Automatic,15,325000
2267,Mahindra XUV500,Mahindra,XUV500,9,200000,Diesel,Manual,15.1,600000
2268,Maruti Celerio,Maruti,Celerio,5,16000,Petrol,Automatic,23.1,445000
2269,Maruti Ertiga,Maruti,Ertiga,4,30900,CNG,Manual,17.5,820000
2271,Hyundai Verna,Hyundai,Verna,9,71452,Diesel,Automatic,19.08,495000
2272,Ford Figo,Ford,Figo,6,52000,Diesel,Manual,25.83,550000
2273,Toyota Fortuner,Toyota,Fortuner,11,64000,Diesel,Manual,11.5,1085000
2274,Mahindra XUV500,Mahindra,XUV500,6,135884,Diesel,Manual,16,950000
2276,Ford Ecosport,Ford,Ecosport,6,60000,Diesel,Manual,22.77,800000
2277,Honda City,Honda,City,5,100000,Diesel,Manual,26,850000
2278,Renault KWID,Renault,KWID,5,35000,Petrol,Manual,25.17,299000
2279,Maruti Swift,Maruti,Swift,6,107000,Diesel,Manual,25.2,600000
2280,Volkswagen Polo,Volkswagen,Polo,7,68000,Diesel,Manual,20.14,450000
2281,Tata Tiago,Tata,Tiago,3,14902,Petrol,Manual,23.84,310000
2282,BMW 7,BMW,7,5,37000,Diesel,Automatic,17.66,6400000
2283,Renault Duster,Renault,Duster,6,80342,Diesel,Manual,20.45,580000
2284,Toyota Fortuner,Toyota,Fortuner,10,79431,Diesel,Manual,12.55,990000
2285,Maruti Swift Dzire,Maruti,Swift Dzire,8,21000,Petrol,Manual,17.5,470000
2286,Renault Duster,Renault,Duster,8,53000,Diesel,Manual,19.87,475000
2288,Maruti Wagon R,Maruti,Wagon R,4,17745,Petrol,Manual,20.51,500000
2289,Honda Amaze,Honda,Amaze,8,54642,Diesel,Manual,25.8,390000
2290,Hyundai i10,Hyundai,i10,11,77739,Petrol,Automatic,16.95,290000
2291,Maruti Celerio,Maruti,Celerio,5,36000,Petrol,Automatic,23.1,450000
2292,Hyundai Grand,Hyundai,Grand,3,31025,Petrol,Automatic,18.9,596000
2293,Maruti Vitara,Maruti,Vitara,5,83000,Diesel,Manual,24.3,650000
2295,Maruti Ignis,Maruti,Ignis,4,26000,Petrol,Manual,20.89,490000
2296,Volkswagen Vento,Volkswagen,Vento,2,4200,Petrol,Manual,15.04,875000
2297,Toyota Innova,Toyota,Innova,8,74000,Diesel,Manual,12.99,950000
2298,Skoda Rapid,Skoda,Rapid,5,56789,Diesel,Automatic,21.66,775000
2299,Maruti Ertiga,Maruti,Ertiga,5,37000,Petrol,Manual,17.5,695000
2301,Mercedes-Benz E-Class,Mercedes-Benz,E-Class,10,57000,Diesel,Automatic,14.21,1125000
2302,Hyundai i20,Hyundai,i20,9,90000,Petrol,Manual,17,310000
2303,Ford Figo,Ford,Figo,6,20319,Petrol,Manual,18.16,355000
2304,Renault Duster,Renault,Duster,7,76000,Diesel,Manual,19.64,541000
2305,Toyota Innova,Toyota,Innova,9,174000,Diesel,Manual,12.8,850000
2307,Jaguar XF,Jaguar,XF,6,28000,Diesel,Automatic,16.36,2400000
2309,Audi A6,Audi,A6,10,110000,Diesel,Automatic,17.68,1000000
2310,Maruti Swift Dzire,Maruti,Swift Dzire,11,80000,Petrol,Manual,20.85,325000
2311,Hyundai i20,Hyundai,i20,5,50000,Petrol,Manual,18.6,540000
2312,Hyundai Creta,Hyundai,Creta,4,45000,Petrol,Automatic,13,1175000
2313,Maruti Wagon R,Maruti,Wagon R,5,60000,Petrol,Manual,20.51,350000
2314,Hyundai i20,Hyundai,i20,11,77000,Petrol,Manual,17,300000
2315,Hyundai i20,Hyundai,i20,8,33000,Petrol,Manual,18.5,325000
2316,Mahindra XUV500,Mahindra,XUV500,6,57000,Diesel,Manual,16,925000
2317,Skoda Superb,Skoda,Superb,6,59000,Diesel,Automatic,17.2,1245000
2318,Tata Safari,Tata,Safari,8,120000,Diesel,Manual,14,600000
2319,Hyundai i10,Hyundai,i10,12,120000,Petrol,Manual,19.81,150000
2320,Maruti Ciaz,Maruti,Ciaz,7,43612,Petrol,Manual,20.73,555000
2321,BMW 3,BMW,3,6,37000,Diesel,Automatic,22.69,1950000
2322,Hyundai i20,Hyundai,i20,3,49000,Diesel,Manual,22.54,840000
2323,Maruti Ertiga,Maruti,Ertiga,5,43000,CNG,Manual,17.5,775000
2324,Honda City,Honda,City,7,63000,Petrol,Manual,17,275000
2325,Maruti Ertiga,Maruti,Ertiga,3,78000,CNG,Manual,26.08,825000
2327,Honda City,Honda,City,4,19900,Petrol,Manual,17.8,950000
2329,Maruti Baleno,Maruti,Baleno,6,47000,Petrol,Manual,21.4,570000
2330,Maruti Wagon R,Maruti,Wagon R,10,75000,CNG,Manual,26.6,275000
2331,Tata Tiago,Tata,Tiago,4,30000,Petrol,Manual,23.84,450000
2332,Honda City,Honda,City,13,75000,Petrol,Manual,17.7,190000
2333,Toyota Camry,Toyota,Camry,5,65300,Petrol,Automatic,12.98,1471000
2334,Tata Tiago,Tata,Tiago,2,35000,Petrol,Manual,23.84,490000
2336,Ford Figo,Ford,Figo,5,145000,Diesel,Manual,25.83,400000
2337,Honda City,Honda,City,6,30000,Petrol,Manual,17.8,510000
2338,Maruti Alto,Maruti,Alto,7,45000,Petrol,Manual,23.95,250000
2339,Volkswagen Polo,Volkswagen,Polo,3,14000,Petrol,Manual,18.24,655000
2341,Renault KWID,Renault,KWID,4,15000,Petrol,Manual,25.17,350000
2345,Renault KWID,Renault,KWID,4,16000,Petrol,Manual,23.01,315000
2346,Hyundai Grand,Hyundai,Grand,6,20000,Diesel,Manual,24,500000
2348,Maruti Swift Dzire,Maruti,Swift Dzire,7,64000,Diesel,Manual,23.4,545000
2349,Maruti Ertiga,Maruti,Ertiga,9,67000,Diesel,Manual,20.77,625000
2350,Honda Jazz,Honda,Jazz,5,10000,Petrol,Manual,18.7,500000
2351,Honda City,Honda,City,7,70000,Diesel,Manual,26,540000
2352,Hyundai i20,Hyundai,i20,5,50507,Petrol,Manual,18.6,650000
2353,Audi A6,Audi,A6,4,27000,Diesel,Automatic,18.53,2600000
2354,Honda City,Honda,City,7,73000,Diesel,Manual,26,625000
2356,Maruti Alto,Maruti,Alto,12,60000,Petrol,Manual,19.7,125000
2357,Maruti Wagon R,Maruti,Wagon R,8,83000,Petrol,Manual,18.9,335000
2358,Maruti Wagon R,Maruti,Wagon R,6,40000,Petrol,Manual,20.51,350000
2359,Hyundai Grand,Hyundai,Grand,4,32212,Petrol,Manual,18.9,500000
2360,Hyundai Creta,Hyundai,Creta,3,24000,Diesel,Automatic,17.6,1350000
2361,Maruti Swift,Maruti,Swift,10,70000,Petrol,Manual,18.6,325000
2362,Maruti Swift Dzire,Maruti,Swift Dzire,4,124000,Diesel,Manual,23.4,590000
2363,Hyundai i20,Hyundai,i20,9,36000,Petrol,Manual,17,385000
2364,Maruti Alto,Maruti,Alto,4,34153,Petrol,Manual,24.7,320000
2366,Mahindra KUV,Mahindra,KUV,4,50000,Petrol,Manual,18.15,390000
2367,Volkswagen Polo,Volkswagen,Polo,5,45000,Petrol,Automatic,17.21,665000
2368,Maruti Wagon R,Maruti,Wagon R,10,48000,Petrol,Manual,18.9,235000
2369,Mercedes-Benz E-Class,Mercedes-Benz,E-Class,7,70001,Diesel,Automatic,13,2025000
2371,Tata Tigor,Tata,Tigor,3,60000,Petrol,Manual,20.3,550000
2372,Maruti Swift,Maruti,Swift,6,78000,Petrol,Manual,18.6,450000
2373,Toyota Camry,Toyota,Camry,13,138000,Petrol,Automatic,12.1,400000
2374,Honda CR-V,Honda,CR-V,5,84000,Petrol,Automatic,13.1,1350000
2375,Toyota Innova,Toyota,Innova,3,27000,Diesel,Automatic,11.36,1800000
2376,Hyundai Verna,Hyundai,Verna,8,51000,Diesel,Manual,22.32,625000
2377,Maruti Ertiga,Maruti,Ertiga,7,62000,CNG,Manual,22.8,650000
2378,Hyundai i20,Hyundai,i20,7,62000,Diesel,Manual,21.9,430000
2381,Honda City,Honda,City,12,120000,Petrol,Manual,17,235000
2383,Toyota Innova,Toyota,Innova,13,165999,Diesel,Manual,12.99,461000
2384,Hyundai i20,Hyundai,i20,9,24600,Petrol,Manual,17,330000
2386,Maruti Baleno,Maruti,Baleno,3,17947,Petrol,Automatic,21.4,825000
2391,Maruti Swift Dzire,Maruti,Swift Dzire,3,29000,Petrol,Automatic,18.5,630000
2394,Maruti Wagon R,Maruti,Wagon R,8,60000,Petrol,Manual,20.51,260000
2395,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,8,71000,Diesel,Automatic,19.27,1185000
2396,Hyundai Creta,Hyundai,Creta,6,67000,Diesel,Automatic,17.01,1059000
2398,Maruti Wagon R,Maruti,Wagon R,8,62500,Petrol,Manual,21.79,300000
2401,Hyundai Santro,Hyundai,Santro,2,4700,Petrol,Automatic,20.3,550000
2402,Maruti Swift Dzire,Maruti,Swift Dzire,3,27000,Diesel,Automatic,28.4,725000
2404,Ford Figo,Ford,Figo,9,46573,Petrol,Manual,15.6,269000
2405,Maruti Ertiga,Maruti,Ertiga,5,68500,Petrol,Automatic,17.03,765000
2407,Maruti Swift Dzire,Maruti,Swift Dzire,9,70000,Diesel,Manual,19.3,485000
2408,Tata Tigor,Tata,Tigor,4,24900,Diesel,Manual,24.7,675000
2410,Hyundai Grand,Hyundai,Grand,5,20000,Petrol,Manual,18.9,510000
2411,Honda City,Honda,City,14,70000,Petrol,Manual,17.7,350000
2412,Maruti Swift,Maruti,Swift,8,79000,Diesel,Manual,28.4,448000
2413,Tata Tiago,Tata,Tiago,4,20000,Petrol,Manual,23.84,490000
2414,Maruti Alto,Maruti,Alto,4,90000,Petrol,Manual,24.7,255000
2415,Maruti Swift,Maruti,Swift,4,36000,Petrol,Manual,21.21,575000
2416,Mahindra XUV500,Mahindra,XUV500,7,72125,Diesel,Manual,15.1,800000
2417,Mahindra Bolero,Mahindra,Bolero,5,80000,Diesel,Manual,16.5,700000
2418,Mercedes-Benz E-Class,Mercedes-Benz,E-Class,14,85250,Petrol,Automatic,10.5,499000
2420,Maruti Wagon R,Maruti,Wagon R,8,55149,Petrol,Manual,20.51,311000
2422,Volkswagen Polo,Volkswagen,Polo,3,22000,Petrol,Automatic,17.21,760000
2423,Skoda Octavia,Skoda,Octavia,6,110000,Petrol,Automatic,14.7,990000
2425,Toyota Innova,Toyota,Innova,10,68900,Diesel,Manual,12.8,665000
2426,Maruti Ciaz,Maruti,Ciaz,4,27400,Petrol,Manual,20.73,655000
2427,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,11,67900,Diesel,Automatic,14.94,950000
2428,Mercedes-Benz S-Class,Mercedes-Benz,S-Class,5,41000,Petrol,Automatic,7.81,11000000
2429,Maruti Swift Dzire,Maruti,Swift Dzire,5,30000,Petrol,Manual,17.5,600000
2431,Honda City,Honda,City,5,57000,Petrol,Manual,17.4,725000
2432,Maruti Swift Dzire,Maruti,Swift Dzire,3,70000,Petrol,Manual,22,550000
2433,Maruti Celerio,Maruti,Celerio,4,66000,CNG,Manual,31.79,450000
2434,Honda Amaze,Honda,Amaze,6,65445,Petrol,Manual,18,499000
2435,Tata Tiago,Tata,Tiago,3,42000,Diesel,Manual,27.28,495000
2436,Honda Amaze,Honda,Amaze,8,31497,Petrol,Manual,18,393000
2437,Maruti Baleno,Maruti,Baleno,3,26600,Petrol,Manual,21.01,665000
2438,Hyundai i20,Hyundai,i20,2,5000,Petrol,Manual,18.6,710000
2439,Ford Endeavour,Ford,Endeavour,4,40000,Diesel,Automatic,10.91,2850000
2441,Renault KWID,Renault,KWID,3,10000,Petrol,Manual,23.01,385000
2442,Hyundai i20,Hyundai,i20,8,62000,Diesel,Manual,21.9,425000
2444,Hyundai Grand,Hyundai,Grand,5,42845,Petrol,Manual,18.9,438000
2445,Maruti Swift Dzire,Maruti,Swift Dzire,3,115000,CNG,Manual,26.55,450000
2446,Maruti Vitara,Maruti,Vitara,2,29000,Diesel,Automatic,24.3,1055000
2448,Toyota Innova,Toyota,Innova,11,191876,Diesel,Manual,12.8,670000
2449,Maruti Swift,Maruti,Swift,6,110000,Diesel,Manual,25.2,500000
2450,Maruti Alto,Maruti,Alto,10,69000,Petrol,Manual,19.7,140000
2451,Hyundai i10,Hyundai,i10,10,24600,Petrol,Manual,20.36,240000
2452,Maruti Baleno,Maruti,Baleno,4,34428,Petrol,Manual,21.4,625000
2453,Maruti Baleno,Maruti,Baleno,5,49551,Petrol,Manual,21.4,620000
2455,Hyundai i10,Hyundai,i10,12,57800,Petrol,Manual,20.36,255000
2456,Honda City,Honda,City,4,44897,Petrol,Automatic,18,850000
2457,Maruti Swift Dzire,Maruti,Swift Dzire,3,35000,Diesel,Manual,28.4,800000
2458,Toyota Innova,Toyota,Innova,4,55000,Diesel,Automatic,11.36,1755000
2459,BMW 6,BMW,6,8,34000,Diesel,Automatic,9.52,3499000
2460,Tata Tiago,Tata,Tiago,2,35000,Diesel,Manual,27.28,550000
2462,Maruti Ertiga,Maruti,Ertiga,8,73000,Diesel,Manual,25.47,665000
2463,Mahindra Scorpio,Mahindra,Scorpio,10,105000,Diesel,Manual,12.05,460000
2464,Hyundai Elantra,Hyundai,Elantra,4,55000,Diesel,Automatic,18.23,1500000
2465,Maruti Baleno,Maruti,Baleno,4,43000,Petrol,Manual,21.4,700000
2466,Jaguar XF,Jaguar,XF,6,34600,Diesel,Automatic,16.36,2545000
2467,Maruti Swift,Maruti,Swift,3,20000,Diesel,Manual,28.4,790000
2468,Volkswagen Vento,Volkswagen,Vento,9,70000,Diesel,Manual,20.54,280000
2470,Maruti Wagon R,Maruti,Wagon R,5,51000,CNG,Manual,26.6,375000
2471,Hyundai i20,Hyundai,i20,5,27884,Petrol,Manual,18.6,629000
2472,Hyundai i20,Hyundai,i20,4,37000,Diesel,Manual,22.54,680000
2473,Toyota Innova,Toyota,Innova,9,500000,Diesel,Manual,12.99,650000
2474,Toyota Innova,Toyota,Innova,5,51000,Diesel,Automatic,11.36,1775000
2475,Maruti Swift Dzire,Maruti,Swift Dzire,6,104000,Diesel,Manual,28.4,395000
2477,Toyota Innova,Toyota,Innova,4,110000,Diesel,Manual,13.68,1700000
2478,Maruti Wagon R,Maruti,Wagon R,11,57000,Petrol,Manual,18.9,211000
2479,Renault Duster,Renault,Duster,9,100000,Diesel,Manual,20.46,400000
2480,Toyota Fortuner,Toyota,Fortuner,11,74000,Diesel,Manual,11.5,1050000
2482,Toyota Innova,Toyota,Innova,4,109000,Diesel,Manual,13.68,1575000
2483,Hyundai Grand,Hyundai,Grand,7,82530,Petrol,Manual,18.9,490000
2486,Hyundai i20,Hyundai,i20,10,23000,Petrol,Manual,18.5,340000
2487,Maruti Alto,Maruti,Alto,2,7602,Petrol,Automatic,23.95,425000
2488,Maruti Vitara,Maruti,Vitara,4,77665,Diesel,Manual,24.3,850000
2490,Mahindra Thar,Mahindra,Thar,3,11000,Diesel,Manual,18.06,771000
2491,Hyundai Santro,Hyundai,Santro,11,35000,LPG,Manual,13.45,230000
2492,Audi Q7,Audi,Q7,6,72000,Diesel,Automatic,12.07,2900000
2493,Toyota Innova,Toyota,Innova,10,108800,Diesel,Manual,12.8,595000
2494,Maruti Alto,Maruti,Alto,13,30000,Petrol,Manual,19.7,175000
2495,Volkswagen Polo,Volkswagen,Polo,9,38000,Diesel,Manual,22.07,295000
2496,Maruti Swift Dzire,Maruti,Swift Dzire,6,86000,Diesel,Manual,26.59,675000
2497,Hyundai Verna,Hyundai,Verna,3,18000,Diesel,Manual,22,1150000
2498,Volkswagen Polo,Volkswagen,Polo,3,27000,Petrol,Automatic,17.21,875000
2500,MG Hector,MG,Hector,2,9293,Petrol,Automatic,13.96,1630000
2501,Mercedes-Benz S-Class,Mercedes-Benz,S-Class,10,90000,Diesel,Automatic,13.5,1839000
2503,Maruti Ertiga,Maruti,Ertiga,4,65000,CNG,Manual,26.08,740000
2504,Volkswagen Polo,Volkswagen,Polo,6,65817,Diesel,Manual,20.14,580000
2505,Maruti Wagon R,Maruti,Wagon R,8,50287,Petrol,Manual,20.51,360000
2506,Hyundai Creta,Hyundai,Creta,2,25000,Diesel,Manual,20.5,1500000
2507,Jaguar XF,Jaguar,XF,6,28000,Diesel,Automatic,16.36,2400000
2508,Maruti Eeco,Maruti,Eeco,11,40000,CNG,Manual,21.94,190000
2510,Jaguar XF,Jaguar,XF,8,33500,Diesel,Automatic,16.36,1895000
2511,Hyundai i20,Hyundai,i20,5,75000,Petrol,Manual,18.6,525000
2512,Mercedes-Benz E-Class,Mercedes-Benz,E-Class,4,26000,Petrol,Automatic,12,4150000
2513,Hyundai i20,Hyundai,i20,8,130000,Diesel,Manual,21.9,400000
2514,Renault KWID,Renault,KWID,4,54000,Petrol,Automatic,24.04,345000
2515,Mahindra Marazzo,Mahindra,Marazzo,3,40000,Diesel,Manual,17.3,1055000
2516,Maruti Alto,Maruti,Alto,4,9210,Petrol,Manual,24.7,310000
2517,Maruti Swift Dzire,Maruti,Swift Dzire,9,20699,Diesel,Manual,23.4,475000
2518,Maruti Ignis,Maruti,Ignis,3,25000,Petrol,Manual,20.89,576000
2521,Maruti Celerio,Maruti,Celerio,2,18000,Petrol,Manual,23.1,445000
2522,Mahindra Bolero,Mahindra,Bolero,18,120000,Diesel,Manual,13.6,100000
2523,Volkswagen Polo,Volkswagen,Polo,7,70000,Petrol,Manual,16.47,460000
2524,Maruti Wagon R,Maruti,Wagon R,7,101200,Petrol,Manual,18.9,380000
2525,Mahindra Scorpio,Mahindra,Scorpio,5,35000,Diesel,Manual,15.4,1150000
2526,Toyota Fortuner,Toyota,Fortuner,8,80000,Diesel,Automatic,12.55,1500000
2528,Hyundai i20,Hyundai,i20,6,42000,Petrol,Manual,18.6,499000
2529,Maruti Alto,Maruti,Alto,11,50000,Petrol,Manual,19.7,140000
2530,Ford Figo,Ford,Figo,10,55500,Diesel,Manual,20,275000
2532,Mercedes-Benz GL-Class,Mercedes-Benz,GL-Class,4,38000,Diesel,Automatic,17.9,3675000
2533,Honda City,Honda,City,18,177000,Petrol,Manual,11.7,100000
2537,Toyota Fortuner,Toyota,Fortuner,7,67400,Diesel,Automatic,12.55,1795000
2538,Skoda Rapid,Skoda,Rapid,7,29000,Petrol,Manual,15,490000
2540,Maruti Ciaz,Maruti,Ciaz,5,94400,Diesel,Manual,28.09,595000
2542,Datsun RediGO,Datsun,RediGO,3,15000,Petrol,Manual,22.7,340000
2543,Volkswagen Polo,Volkswagen,Polo,5,30000,Petrol,Manual,16.2,530000
2545,Hyundai Grand,Hyundai,Grand,3,15914,Petrol,Manual,18.9,510000
2546,Mahindra XUV500,Mahindra,XUV500,6,72000,Diesel,Manual,15.1,880000
2547,Maruti Eeco,Maruti,Eeco,6,60200,CNG,Manual,21.94,385000
2550,Hyundai Verna,Hyundai,Verna,9,32472,Petrol,Manual,17.01,448000
2551,Honda City,Honda,City,5,57116,Petrol,Manual,17.4,665000
2552,Jeep Compass,Jeep,Compass,3,20000,Diesel,Manual,17.1,800000
2553,Hyundai Venue,Hyundai,Venue,1,3200,Petrol,Automatic,18.15,1240000
2554,Volkswagen Polo,Volkswagen,Polo,3,15000,Petrol,Manual,18.78,595000
2556,Hyundai Venue,Hyundai,Venue,2,16000,Petrol,Manual,18.27,975000
2558,Hyundai Elantra,Hyundai,Elantra,8,80000,Diesel,Manual,22.7,700000
2559,Toyota Innova,Toyota,Innova,13,125000,Diesel,Manual,12.8,450000
2561,Hyundai Verna,Hyundai,Verna,2,6500,Petrol,Manual,17.1,1035000
2562,Hyundai i20,Hyundai,i20,8,7268,Petrol,Manual,18.5,445000
2563,Maruti Ertiga,Maruti,Ertiga,8,41000,Petrol,Manual,16.02,585000
2565,Mercedes-Benz S-Class,Mercedes-Benz,S-Class,11,50312,Diesel,Automatic,13.5,1455000
2566,Renault KWID,Renault,KWID,5,37250,Petrol,Manual,25.17,325000
2567,Honda Civic,Honda,Civic,13,61000,Petrol,Manual,13.5,245000
2568,Toyota Camry,Toyota,Camry,6,49500,Electric,Automatic,19.16,1850000
2569,Maruti Ertiga,Maruti,Ertiga,6,76000,Diesel,Manual,24.52,770000
2571,Hyundai Grand,Hyundai,Grand,5,21000,Petrol,Manual,18.9,480000
2572,Volkswagen Polo,Volkswagen,Polo,8,60000,Petrol,Manual,16.47,350000
2573,Hyundai Verna,Hyundai,Verna,2,23150,Diesel,Automatic,19.08,1385000
2574,BMW 5,BMW,5,7,41265,Diesel,Automatic,18.12,2799000
2575,Honda City,Honda,City,6,66996,Petrol,Manual,17.4,675000
2576,Maruti Alto,Maruti,Alto,5,13000,Petrol,Manual,23.95,299000
2577,Maruti Baleno,Maruti,Baleno,4,17865,Petrol,Manual,21.4,677000
2578,Maruti Vitara,Maruti,Vitara,4,67000,Diesel,Manual,24.3,800000
2579,Maruti Ertiga,Maruti,Ertiga,4,65000,Diesel,Manual,24.52,1000000
2580,Tata Nexon,Tata,Nexon,3,12000,Diesel,Manual,21.5,885000
2581,Renault Duster,Renault,Duster,7,67647,Diesel,Manual,19.87,575000
2582,Hyundai Grand,Hyundai,Grand,4,36643,Diesel,Manual,24,555000
2583,Maruti Wagon R,Maruti,Wagon R,2,7800,Petrol,Manual,21.5,545000
2584,Hyundai i20,Hyundai,i20,8,70000,Petrol,Manual,18.5,410000
2585,Honda City,Honda,City,7,117000,Diesel,Manual,25.1,691000
2586,Honda City,Honda,City,7,39000,Diesel,Manual,25.1,725000
2587,Maruti Baleno,Maruti,Baleno,3,9600,Petrol,Automatic,19.56,825000
2588,Mahindra XUV500,Mahindra,XUV500,6,76000,Diesel,Manual,16,776000
2589,Maruti Swift Dzire,Maruti,Swift Dzire,4,81000,Petrol,Manual,20.85,625000
2590,Maruti Swift Dzire,Maruti,Swift Dzire,10,35000,Petrol,Manual,17.5,350000
2591,Maruti Ciaz,Maruti,Ciaz,5,49411,Diesel,Manual,28.09,731000
2592,Hyundai Santro,Hyundai,Santro,2,20660,CNG,Manual,30.48,565000
2594,Volkswagen Polo,Volkswagen,Polo,7,51200,Diesel,Manual,22.07,535000
2596,Maruti Alto,Maruti,Alto,5,23774,Petrol,Manual,23.95,335000
2597,Hyundai Verna,Hyundai,Verna,8,51000,Diesel,Automatic,22.32,550000
2598,Maruti Ciaz,Maruti,Ciaz,5,86000,Diesel,Manual,28.09,680000
2599,Maruti Alto,Maruti,Alto,10,38643,Petrol,Manual,20.92,180000
2600,Mahindra KUV,Mahindra,KUV,5,42800,Diesel,Manual,25.32,485000
2601,Maruti Baleno,Maruti,Baleno,4,26251,Petrol,Manual,21.4,662000
2603,Mahindra KUV,Mahindra,KUV,5,11800,Diesel,Manual,25.32,450000
2604,Maruti Wagon R,Maruti,Wagon R,12,70000,Petrol,Manual,18.9,150000
2605,Hyundai Verna,Hyundai,Verna,2,22000,Diesel,Automatic,22,1375000
2606,Tata Nexon,Tata,Nexon,3,21000,Diesel,Automatic,21.5,960000
2607,BMW 5,BMW,5,2,6000,Diesel,Automatic,18.59,5700000
2608,Maruti Alto,Maruti,Alto,10,53000,Petrol,Manual,23.95,235000
2609,Ford Figo,Ford,Figo,9,35000,Petrol,Manual,15.6,245000
2610,Skoda Superb,Skoda,Superb,9,97000,Diesel,Automatic,17.2,699000
2611,Mahindra XUV500,Mahindra,XUV500,6,43000,Diesel,Manual,15.1,849000
